representation,parent_id,rank_group,mutant_id,parent_fitness,mutant_fitness,delta_fitness,status,genotype
Final F1,4,middle,18,1.5371409294480334,0.3646363537782789,-1.1725045756697545,feasible,"rr(, RXLbX[@,9:1]rMX[N, 7:1, si:-999][Sin]MX[*][*][|, -3:1]X[|,-4:1][S][Gpart], Rf(, , DXX[Delay, -2:1]))"
Final F1,4,middle,19,1.5371409294480334,0.010742772436159523,-1.5263981570118739,feasible,"rr(, RXLbXrMX[N, 7:1, si:-999][Sin]MX[*][*][|, -3:1]X[|,-4:1][S][Gpart], Rf(, , DX[@,-7:1]X[Delay, -3:1]))"
Final F1,4,middle,20,1.5371409294480334,0.38159902686941166,-1.1555419025786218,feasible,"rr(, RXLbXrMX[N, 8:1, si:-999][Sin]MX[@,7:1][*][*][|, -4:1]X[|,-5:1][S][Gpart], Rf(, , DXX[Delay, -2:1]))"
Final F1,5,best,1,0.0638863390542248,0.7785224881591616,0.7146361491049368,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:1][|, 1:1][Sin]"
Final F1,5,best,2,0.0638863390542248,0.054217865771525466,-0.00966847328269934,feasible,"fDXbXGXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,3,0.0638863390542248,-0.03200185405880757,-0.09588819311303237,feasible,"BXfDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,4,0.0638863390542248,1.0809571388986856,1.0170707998444608,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin,t:0]"
Final F1,5,best,5,0.0638863390542248,0.11206022605238859,0.04817388699816379,feasible,"fDXbX[|,1:1]GXDXdXMMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,6,0.0638863390542248,1.1868494499553572,1.1229631109011324,feasible,"fDXbX[|,2:1]GX[S]DXdXMLX[S][G][S][@, p:0.921,-4:1][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,7,0.0638863390542248,0.9360089855291511,0.8721226464749263,feasible,"fDXbX[|,1:1]GXDXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,8,0.0638863390542248,-3.550699283577484e-08,-0.06388637456121764,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|]"
Final F1,5,best,9,0.0638863390542248,0.20438340409943662,0.1404970650452118,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921,1:1][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,10,0.0638863390542248,-0.0678580410015524,-0.1317443800557772,feasible,"fDXbX[@,4:1][|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,11,0.0638863390542248,1.1680628431502351,1.1041765040960103,feasible,"fDXbX[|]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,12,0.0638863390542248,1.859268005796382,1.7953816667421572,feasible,"fDXbX[|]GXDXdXMLX[G][S][@, p:0.921][N, 0:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,13,0.0638863390542248,0.17889655606350285,0.11501021700927805,feasible,"fDXbX[|,1:1]GXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,14,0.0638863390542248,0.04885051687592033,-0.015035822178304473,feasible,"fDXbX[*][|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin,-8:1]"
Final F1,5,best,15,0.0638863390542248,0.7996398504999123,0.7357535114456875,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]BX"
Final F1,5,best,16,0.0638863390542248,0.07435886380451369,0.010472524750288884,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,17,0.0638863390542248,0.468930179478529,0.4050438404243042,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][@, p:0.921][N, 0:1, -3:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,18,0.0638863390542248,-0.00320373430709646,-0.06709007336132126,feasible,"(fDX, bX[|, 1:1]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1, fo:0.04][|, 1:1][Sin])"
Final F1,5,best,19,0.0638863390542248,0.5494746469007251,0.4855883078465003,feasible,"fDXbX[|,1:3.053]GXDXdXMLX[S][G][S][@, p:0.921][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F1,5,best,20,0.0638863390542248,1.8510535731933877,1.787167234139163,feasible,"fDXbX[|,1:1]GXDXdXMLX[S][G][S][@, p:0.921,p:1][N, 0:1, -4:1,fo:0.04][|, 1:1][Sin]"
Final F4,1,worst,1,0.00019569814330458305,5.170421869319369e-05,-0.00014399392461138935,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lC<llXl#1>cfCl>DX>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,2,0.00019569814330458305,0.00035945906035961034,0.00016376091705502728,feasible,"/*4*/<DQlL<X,rQq><N:N[0:-1.825][-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,3,0.00019569814330458305,0.00029718820952064496,0.00010149006621606191,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXlcfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,4,0.00019569814330458305,0.0019800854594183314,0.0017843873161137484,feasible,"/*4*/<DQlL<X,rQq><N:N[0:-0.292][-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,5,0.00019569814330458305,0.000202081776431882,6.383633127298957e-06,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|>N:N[0:-0.999]>"
Final F4,1,worst,6,0.00019569814330458305,0.00029059669716999535,9.48985538654123e-05,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<Rl<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,7,0.00019569814330458305,0.00021619094925771085,2.0492805953127797e-05,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>fCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,8,0.00019569814330458305,,,infeasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmM<N:S>QQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,9,0.00019569814330458305,0.0002704136949280402,7.471555162345714e-05,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]:-=:>"
Final F4,1,worst,10,0.00019569814330458305,0.0002045083701148933,8.810226810310244e-06,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lClXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,11,0.00019569814330458305,0.0003594590603596104,0.00016376091705502734,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,l<CllXl#1>cfCl>N:S>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,12,0.00019569814330458305,0.00019364592272198432,-2.052220582598736e-06,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQllf,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,13,0.00019569814330458305,0.0003026160146551676,0.00010691787135058456,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQMll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,14,0.00019569814330458305,7.343852971473167e-06,-0.00018835429033310988,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCl<GX>lXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,15,0.00019569814330458305,0.0023601453373582977,0.002164447194053715,feasible,"/*4*/<DQlL<X,rq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,16,0.00019569814330458305,-2.7448456390348923e-06,-0.00019844298894361795,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfC<bX>Qll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,17,0.00019569814330458305,0.0003628868925374236,0.00016718874923284056,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cf,Cl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,18,0.00019569814330458305,0.0006143610203515307,0.00041866287704694764,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><CrrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,19,0.00019569814330458305,0.00029695200897974366,0.00010125386567516061,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:1.573]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lCllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,1,worst,20,0.00019569814330458305,0.00024264439565137806,4.694625234679501e-05,feasible,"/*4*/<DQlL<X,rQq><N:N[-1:0.44]>cN:|,#2#3>>>R<R<N:*><rrmMQQfCQll,lllXl#1>cfCl>N:|#2>>N:N[0:-0.999]>"
Final F4,2,middle,1,0.1053348052908765,0.10533480529087207,-4.427014310692812e-15,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRlq#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,2,0.1053348052908765,0.10533480529087676,2.636779683484747e-16,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMqQ<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,3,0.1053348052908765,0.10533480529087656,6.938893903907228e-17,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCcLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,4,0.1053348052908765,0.104743592099001,-0.0005912131918754948,feasible,"/*4*/<qRMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,5,0.1053348052908765,0.10533480529087653,4.163336342344337e-17,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin>N:@[2:0.402],>"
Final F4,2,middle,6,0.1053348052908765,0.10533480529087894,2.4424906541753444e-15,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMqm<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,7,0.1053348052908765,0.10466131219844114,-0.0006734930924353483,feasible,"/*4*/<RMMCLQ<<<,XRMlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,8,0.1053348052908765,-0.0005417039518828418,-0.10587650924275933,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]><N:@[2:0.402],>BX>"
Final F4,2,middle,9,0.1053348052908765,0.10533480529087721,7.216449660063518e-16,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#2#1:+!::+!:>>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,10,0.1053348052908765,0.10533480529088073,4.232725281383409e-15,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#1#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,11,0.1053348052908765,-0.001252505799434522,-0.10658731109031101,feasible,"/*4*/<,RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,12,0.1053348052908765,0.00981944089881226,-0.09551536439206423,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<<rrMlfCLgQFXRl#3>>DX>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,13,0.1053348052908765,-0.00020588702686803132,-0.10554069231774453,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrM<bX>lfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,14,0.1053348052908765,0.10533480529087248,-4.010680676458378e-15,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402]:-/:,>"
Final F4,2,middle,15,0.1053348052908765,-8.775063219075762e-05,-0.10542255592306725,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,Lq<mN:Gpart#2#1>>>dX>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,16,0.1053348052908765,0.10307120784124375,-0.00226359744963274,feasible,"/*4*/<RMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,17,0.1053348052908765,0.10533480529086409,-1.2406742300186124e-14,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,18,0.1053348052908765,0.10533480529088107,4.579669976578771e-15,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#1>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,19,0.1053348052908765,0.1053348052908789,2.400857290751901e-15,feasible,"/*4*/<RMMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#3#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,2,middle,20,0.1053348052908765,0.0987000948986935,-0.006634710392182996,feasible,"/*4*/<MMCLQ<<<,XRMLlLq#1>>RlN:@[-1:1.369]><cqlFN:Gpart#1:+!::+!:>>N:S#2>>,LqmN:Gpart#2#1>>>rM<rrMMfcFMq<rrMlfCLgQFXRl#3>>qN:Sin[2:1.254]>N:@[2:0.402],>"
Final F4,3,middle,1,0.3489984540524582,0.2244525269536873,-0.12454592709877091,feasible,"/*4*/fmcm<<Qmq<RmLLmQLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,2,0.3489984540524582,0.3452774297755459,-0.0037210242769123436,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF#2,#2#3c>>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,3,0.3489984540524582,0.08838536284590531,-0.2606130912065529,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#5>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,4,0.3489984540524582,0.0009484119625597917,-0.3480500420898984,feasible,"/*4*/f,mcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,5,0.3489984540524582,1.5151851676898557e-05,-0.34898330220078133,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[2:4.915]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,6,0.3489984540524582,0.3498668788733466,0.0008684248208883916,feasible,"/*4*/fmcm<<Qmq<RLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,7,0.3489984540524582,0.34970661796738145,0.0007081639149232322,feasible,"/*4*/fmcm<<mq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,8,0.3489984540524582,0.27802285435372964,-0.07097559969872858,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-1:-1.306]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,9,0.3489984540524582,0.3481980401364213,-0.0008004139160369128,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>QrmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,10,0.3489984540524582,0.0015855063816158684,-0.34741294767084235,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLc<qLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>>dX><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,11,0.3489984540524582,0.3471620351171997,-0.0018364189352585436,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#3>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,12,0.3489984540524582,0.34777702681536354,-0.0012214272370946744,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]#2>>"
Final F4,3,middle,13,0.3489984540524582,0.01907401786365164,-0.32992443618880657,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mRN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,14,0.3489984540524582,0.34958036714856067,0.0005819130961024488,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#1:+/:>>N:@[3:5.702]>"
Final F4,3,middle,15,0.3489984540524582,0.07236686627751085,-0.27663158777494734,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<LmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,16,0.3489984540524582,0.0002446265638292226,-0.348753827488629,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqqqq<dX>XQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,17,0.3489984540524582,0.001079149065562868,-0.34791930498689533,feasible,"/*4*/fmcm<<Qmq<RmLLmLLmL<RFcLqLcqLML<FLmqlqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
Final F4,3,middle,18,0.3489984540524582,0.34865848850893594,-0.00033996554352228037,feasible,"/*4*/fmcm<<Qmq<RmLLmLLfmL<RFcLqLcqLML<FLmqqqqXQ,#1#2#3m>>>>fqqqXF#2#2#3,>#4>>>><N:Water,#2#3>>>N:N[0:0.133]>m<<N:Water>LfMN:|[-3:0.324]:+/:>cq,<c<qXrQF,#2#3c>>>F<mN:Water>N:S>rmQLN:|[1:3.498]>N:T:-!:#2:+/:>>N:@[3:5.702]>"
