run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,9,0.0,68,198.93556590000298,/*9*/FLBRUUUU,0.7999054127581716
1,9,0.0,66,191.68145840000216,/*9*/LFFLRUUUU,0.7990732043993221
2,9,0.0,104,284.16101790000175,/*9*/DDDRBFUU,0.794119318991112
3,9,0.0,104,286.2456216999999,/*9*/BFUDRLUUUR,0.9655801976251658
4,9,0.0,84,238.40879129999666,/*9*/DDDDLBLF,0.7949147228325818
5,9,0.0,94,260.0089552999998,/*9*/DDDDFRFL,0.7938840101759314
