run,generation,genetic_format,mutation_intensity,best_vertpos,avg_vertpos,stddev_vertpos
0,0,0,0.0,-0.010199999294193912,-0.010199999294193914,1.734723475976807e-18
0,1,0,0.0,-0.009999997378562976,-0.010189238039630238,7.447428025589345e-05
0,2,0,0.0,-0.009999997378562976,-0.010104143317240966,0.00011069733838075405
0,3,0,0.0,-0.009999997378562976,-0.010005156839105743,3.499243314738788e-05
0,4,0,0.0,-0.009999997378562976,-0.010000191578534441,1.2434861622092523e-06
0,5,0,0.0,-0.009999997378562976,-0.010011723069547595,7.777919380005017e-05
0,6,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,7,0,0.0,-0.009999997378562976,-0.009999997378619858,3.6862380765410887e-13
0,8,0,0.0,-0.009999997378562976,-0.009999997378622632,3.772882934982574e-13
0,9,0,0.0,-0.009999997378562976,-0.009999997378619858,3.6862380765410887e-13
0,10,0,0.0,-0.009999997378562976,-0.00999999737856298,3.469446951953614e-18
0,11,0,0.0,-0.009999997378562976,-0.00999999737862121,3.7288063467953503e-13
0,12,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,13,0,0.0,-0.009999997378562976,-0.00999999737856298,3.469446951953614e-18
0,14,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,15,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,16,0,0.0,-0.009999997378562976,-0.009999997378629083,3.9662192450530447e-13
0,17,0,0.0,-0.009999997378562976,-0.009999997378562976,0.0
0,18,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,19,0,0.0,-0.009999997378562976,-0.010000196315059455,1.2581848772120532e-06
0,20,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,21,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,22,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
0,23,0,0.0,-0.009999997378562976,-0.009999997378617332,3.6052967383847706e-13
0,24,0,0.0,-0.009999997378562976,-0.009999997378624123,3.8185589837473636e-13
0,25,0,0.0,-0.009999997378562976,-0.009999997378617332,3.6052967383847706e-13
0,26,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
1,0,0,0.0,-0.010199999294193912,-0.010199999294193914,1.734723475976807e-18
1,1,0,0.0,-0.009999997378562976,-0.010177058348314658,6.770536232886764e-05
1,2,0,0.0,-0.009999997378562976,-0.01007758469570426,0.00010418055389052413
1,3,0,0.0,-0.009999997378562976,-0.010014233385839543,5.4963191387512875e-05
1,4,0,0.0,-0.009999997378562976,-0.010005409238674889,3.7883020783393937e-05
1,5,0,0.0,-0.009999997378562976,-0.01000017469152723,1.1894515240820632e-06
1,6,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
1,7,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
1,8,0,0.0,-0.009999997378562976,-0.009999997378562976,0.0
1,9,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
1,10,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
1,11,0,0.0,-0.009999997378562976,-0.009999997378617332,3.6052967383847706e-13
1,12,0,0.0,-0.009999997378562976,-0.009999997378612891,3.4582129266421713e-13
1,13,0,0.0,-0.009999997378562976,-0.00999999737856298,3.469446951953614e-18
1,14,0,0.0,-0.009999997378562976,-0.009999997378562976,0.0
1,15,0,0.0,-0.009999997378562976,-0.009999997378562978,1.734723475976807e-18
