run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0,0.0,26,62.380322400000296,"//0
p:
",-0.009999997378562976
1,0,0.0,26,61.273377400000754,"//0
p:
",-0.009999997378562976
2,0,0.0,26,62.051882699997805,"//0
p:
",-0.009999997378562976
3,0,0.0,26,61.25027249999766,"//0
p:1.0
",-0.009999997378562976
4,0,0.0,26,60.99428610000177,"//0
p:
",-0.009999997378562976
5,0,0.0,26,59.95850310000242,"//0
p:
",-0.009999997378562976
