run,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0.0,87,171.10247979999986,/*9*/BFLLRRFBUUUUU,1.056511643372363
1,0.0,110,212.05494100000215,/*9*/RLBFRRBFLUUUUL,0.9748537704188543
2,0.0,45,89.29660850000073,/*9*/RLFBUUUF,0.9625076645631613
3,0.0,83,153.56876170000032,/*9*/RDDFRUUU,0.8500624112275407
4,0.0,57,109.8491823000004,/*9*/DDDDRBLF,0.8008409763647255
5,0.0,65,124.32748339999671,/*9*/BFLRUUUL,0.9640970816785673
