run,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0.0,63,184.1999321000003,/*9*/RLFBUUUF,0.9625076645631613
1,0.0,72,198.56922439999835,/*9*/BRLFRUUUU,0.9011860298028771
2,0.0,57,175.34299470000042,/*9*/DFLRUUUL,0.8908298524539994
3,0.0,86,231.92236100000082,/*9*/FBRLRLUUUF,0.9616028835049403
4,0.0,56,169.86630619999778,/*9*/DDDDBLLBF,0.7947889929665816
5,0.0,52,158.92244909999863,/*9*/RFLBUUUU,0.8002538404410757
