run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0,0.0,26,71.6102930999914,"//0
p:1.0
",-0.010099997378562976
1,0,0.0,26,70.69503849999455,"//0
p:
",-0.010099997378562976
2,0,0.0,26,71.09101040000678,"//0
p:1.0
",-0.010099997378562976
3,0,0.0,26,70.45027289999416,"//0
p:1.0
",-0.010099997378562976
4,0,0.0,26,71.3521053000004,"//0
p:1.0
",-0.010099997378562976
5,0,0.0,26,70.86828609999793,"//0
p:
",-0.010099997378562976
