run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,199,478.7572703000001,"rQqXfX[N,3:-9.855,0:12.067,1:-2.446,0:-0.93,1:1,in:0.8]fLLLX[G]RLmFFFFLX[|, 1:2.821, r:0.89, p:0.033,p:0.228][*]",0.00033200287997505514
