run,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0.0,76,207.9192664000002,/*9*/RDDLBUUU,0.8507309231781208
1,0.0,55,168.7335860000021,/*9*/DLBFUUUB,0.8907222018170864
2,0.0,54,170.35822049999842,/*9*/FBRLUUUR,0.961755022237722
3,0.0,55,169.458541400003,/*9*/BRRFUUUU,0.7935250409462725
4,0.0,55,171.2052349000005,/*9*/DDDLRBFU,0.758964852846561
5,0.0,51,155.9819398999971,/*9*/BRLBRUUUU,0.7947473274451435
