run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,102,277.7188264,"cLLqCCX[N, 2:10.497,2:3.573,2:-5.86][|, p:0.418, r:1, p:0.25, p:0.21, 1:-1.717]FqMMQX[Gpart,rz:0][|, p:0.263, p:0.081, p:0.25, r:1, -1:6.207]",0.006108448687939171
