run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,237,559.8335902000001,"CC(qLfMXL(LCX[|,4:5.085][N,5:-3.821,5:3.163][@, 4:3.855]FFcX[|,-2:1][N, 2:14.156,fo:0.072,-3:-3.445,2:-2.775,0:4.799,2:1][@, 1:0.763,p:0.746][*]), RX)",0.00040619385666287356
