run,generation,mutation_intensity,best_vertpos,avg_vertpos,stddev_vertpos
0,0,0.0,0.1478430902462817,0.1478430902462817,0.0
0,1,0.0,0.4370527850735106,0.05217303361398808,0.11079934966751
0,2,0.0,0.4370527850735106,0.09337715558154047,0.1408971256140778
0,3,0.0,0.4370527850735106,0.11833106125883198,0.13301421956284246
0,4,0.0,0.7520602025218878,0.17478808237015248,0.16901003405106355
0,5,0.0,0.6282909275672303,0.15683594082419072,0.13912403093058887
0,6,0.0,0.7523308427942922,0.22980582904653934,0.16528665188256628
0,7,0.0,0.4375789110361569,0.21955575669939859,0.15346822445645855
0,8,0.0,0.7520602025218878,0.27042563680005266,0.19081516287553046
0,9,0.0,0.7519789601913016,0.3009205860995382,0.2128836641951076
0,10,0.0,0.753139458539777,0.32781811541808964,0.23530996924481223
0,11,0.0,0.7587053781627056,0.3027844182952906,0.24863991182893339
0,12,0.0,0.7587053781627056,0.2731319451049993,0.2327288042301652
0,13,0.0,0.753354599904279,0.2969351481191468,0.20064614435440958
0,14,0.0,0.7517742510106388,0.30400360337365895,0.20168479199678727
0,15,0.0,0.753354599904279,0.29097278632166557,0.20678110154164703
0,16,0.0,0.753354599904279,0.21312825122128318,0.18710521608105615
0,17,0.0,0.753354599904279,0.328689232014537,0.20124327836976988
0,18,0.0,0.7514398522384006,0.3515368304383219,0.23255696891790917
0,19,0.0,0.7517742510106388,0.3839470426374543,0.23419271408592685
0,20,0.0,0.7534271300142587,0.3064038016019079,0.25835798649163494
0,21,0.0,0.7547828886391194,0.3716528784109683,0.24801629779540008
0,22,0.0,0.7547828886391194,0.39206731983658616,0.23239276188151892
0,23,0.0,0.7587053781627056,0.30988595038789907,0.19355611590741767
0,24,0.0,0.7587053781627056,0.37913450501032314,0.21261482491203565
0,25,0.0,0.753080128942339,0.3259202960432933,0.21211999911502402
0,26,0.0,0.753080128942339,0.32186785159806464,0.20954844559807415
0,27,0.0,0.753080128942339,0.3636808840684781,0.22477139357207257
0,28,0.0,0.753080128942339,0.34496207348125096,0.21743472389931034
0,29,0.0,0.753080128942339,0.43959780385265057,0.2171246726893284
0,30,0.0,0.75481487547477,0.3829299737061775,0.23791785545948382
0,31,0.0,0.75481487547477,0.37442586867512845,0.23252052413205532
0,32,0.0,0.75481487547477,0.347911851816207,0.25828714180088724
0,33,0.0,0.7590231641547636,0.40608156620403657,0.2300292976887978
0,34,0.0,0.7589279866363401,0.41788206537271494,0.2453147952790762
