run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,64,177.31469560000002,"rCMMMX[|, 2:1.984]CX[N, 1:-7.154,fo:0.039,s:0][Gpart]",0.0035758299736216477
