run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,61,176.0896085,"rqFCX[Gpart][*][T]XcX[|, -1:2.444, r:1][S]",0.00567611573543654
