run,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0.0,41,145.3016467999987,/*9*/FBRLUUUR,0.961755022237722
1,0.0,52,167.73265099999844,/*9*/FFLUUUR,0.761022672150333
2,0.0,65,195.8210186000033,/*9*/DDDBRLUU,0.7941624075543836
3,0.0,71,207.29684120000093,/*9*/LFFRLUUUU,0.7990333538013722
4,0.0,48,160.6491642000001,/*9*/LRBFRUUUL,0.8336836317138113
5,0.0,77,217.72327940000105,/*9*/BLBFRUUUL,0.8350406008541953
