run,generation,mutation_intensity,best_vertpos,avg_vertpos,stddev_vertpos
0,0,0.0,0.1478430902462817,0.1478430902462817,0.0
0,1,0.0,0.3054761321137961,0.04438258618564029,0.08636245863876903
0,2,0.0,0.4370790926214847,0.11100070750541523,0.12787353527766096
0,3,0.0,0.7520602025218878,0.1716752642212908,0.14754896194907088
0,4,0.0,0.43737894728968124,0.2004307882727907,0.14800983931740433
0,5,0.0,0.6452909251897326,0.2302434486454001,0.15708222239212366
0,6,0.0,0.6276517468487479,0.24202165612137733,0.12687053035184054
0,7,0.0,0.7521907543339074,0.23601476052891202,0.17752798947237172
0,8,0.0,0.7528679742620553,0.2806797060878134,0.1979710231819832
0,9,0.0,0.7528679742620553,0.27187003979113905,0.17973910914369348
0,10,0.0,0.7528679742620553,0.31135870915012775,0.18609802924578486
0,11,0.0,0.7591613596398578,0.3780149928897055,0.19454530701403402
0,12,0.0,0.7591613596398578,0.37880209241611856,0.19848484575659556
0,13,0.0,0.7517742510106388,0.3964751042292262,0.19799787962603854
0,14,0.0,0.7591613596398578,0.40544292105474145,0.18815023259261152
0,15,0.0,0.7591613596398578,0.37886090148829915,0.18528639858642024
0,16,0.0,0.961755022237722,0.38775029452696397,0.19635800446247453
0,17,0.0,0.9616028835049403,0.341392203092554,0.1982521873277068
0,18,0.0,0.753354599904279,0.35881717866418505,0.18255656099795722
0,19,0.0,0.753354599904279,0.39893180352198426,0.19679560255977177
0,20,0.0,0.753080128942339,0.3638567775250023,0.20216202951324933
0,21,0.0,0.7153818097279162,0.3487704344811891,0.19122667572767937
0,22,0.0,0.7153818097279162,0.3824820947896187,0.1903503460622214
0,23,0.0,0.733513737546226,0.33657084100353535,0.20293300442697537
0,24,0.0,0.8025499549953651,0.3777419366222972,0.18202707981010088
0,25,0.0,0.8025499549953651,0.32111471622504284,0.19368112813195748
0,26,0.0,0.8397847946201981,0.3065252546981404,0.17363182633947516
0,27,0.0,0.6176589734131652,0.37791232722102674,0.1534302706936915
0,28,0.0,0.7043866893298906,0.348224152518326,0.20900391708374522
0,29,0.0,0.8522723420341605,0.33905223609155855,0.21988277983896462
0,30,0.0,0.7153818097279162,0.3527288972743844,0.18705993915578883
0,31,0.0,0.8032732606141504,0.38282989452601035,0.18905373166603706
0,32,0.0,0.7357135814443041,0.35424691578739753,0.21579422897633888
0,33,0.0,0.7584937527157644,0.3153337750184629,0.22030128689872683
0,34,0.0,0.7153818097279162,0.3225452064516236,0.19116551503648485
0,35,0.0,0.7156757702373306,0.3567342914172291,0.20277608542555592
0,36,0.0,0.7952875972173357,0.33103477527763464,0.21143379363950598
0,37,0.0,0.7932399622262636,0.3427706874048176,0.20391597288546026
0,38,0.0,0.7932399622262636,0.37610178978580294,0.19551529128500728
0,39,0.0,0.7546267585893599,0.40090456931272966,0.20259863485961466
0,40,0.0,0.7534879716236828,0.4315093302199927,0.19165373001384753
0,41,0.0,0.7534879716236828,0.31747194355122743,0.21928888979319716
1,0,0.0,0.1478430902462817,0.1478430902462817,0.0
1,1,0.0,0.4370527850735106,0.07788490118512342,0.09773577756952144
1,2,0.0,0.43690953320889775,0.07394481846572708,0.11900909049571881
1,3,0.0,0.43690953320889775,0.13898020534082364,0.13353035504970545
1,4,0.0,0.7517742510106388,0.18742387703222466,0.1622343183671394
1,5,0.0,0.7517742510106388,0.22096235902880232,0.1826349223356566
1,6,0.0,0.7038742274893897,0.2080351755697693,0.16799963378518012
1,7,0.0,0.6276288434165543,0.24135337099866747,0.1585729547130235
1,8,0.0,0.6276288434165543,0.277205429647399,0.1495083261069075
1,9,0.0,0.7517742510106388,0.3517966805998938,0.19081469185961233
1,10,0.0,0.7505466561519424,0.34384857720576406,0.19864039912049425
1,11,0.0,0.7167264047211195,0.3306511945411837,0.21195238820091966
1,12,0.0,0.7523947200255341,0.4022895163635566,0.205014907758281
1,13,0.0,0.7528679742620553,0.44444075407397504,0.23343652238849424
1,14,0.0,0.7528679742620553,0.32137623383323755,0.2646189698086302
1,15,0.0,0.7534271300142587,0.40029568095431733,0.21893922174827504
1,16,0.0,0.7587053781627056,0.38269817561484976,0.21923380456943264
1,17,0.0,0.7534271300142587,0.39484172962563524,0.23176373225535787
1,18,0.0,0.753139458539777,0.3677739193117721,0.2519107734021499
1,19,0.0,0.7549804405357521,0.37924688269436646,0.23714530039377857
1,20,0.0,0.7549804405357521,0.4063738665652877,0.24084367514693966
1,21,0.0,0.7549804405357521,0.3683515225971277,0.2502727825730191
1,22,0.0,0.7534271300142587,0.3969026251238569,0.2399588456016048
1,23,0.0,0.7547828886391194,0.43697310522370814,0.2584307715454767
1,24,0.0,0.7547828886391194,0.3802189686827547,0.2299594007042328
1,25,0.0,0.7590366913992738,0.34797383588051356,0.2578988337914041
1,26,0.0,0.753139458539777,0.3611341840355084,0.22754990977721612
1,27,0.0,0.761022672150333,0.3151331154221538,0.2246069261586139
1,28,0.0,0.753080128942339,0.3538041629600851,0.21776406932913064
1,29,0.0,0.753080128942339,0.44313542401973316,0.22996965957548002
1,30,0.0,0.753080128942339,0.3509709602602419,0.2501397138668304
1,31,0.0,0.753080128942339,0.3771513055219577,0.25188828009164493
1,32,0.0,0.7523947200255341,0.34685077194554176,0.222377138034273
1,33,0.0,0.7519789601913016,0.34410052052618256,0.2233523631180772
1,34,0.0,0.7523947200255341,0.34230445481246696,0.23707641760137788
1,35,0.0,0.7546267585893599,0.3568569285600855,0.2291248809502253
1,36,0.0,0.7591393839401346,0.4425441117820374,0.20120022604703447
1,37,0.0,0.7591393839401346,0.368303791727888,0.217115207915154
1,38,0.0,0.7591393839401346,0.37814278389652545,0.20434712473690322
1,39,0.0,0.7591393839401346,0.3898732139234248,0.2090835838822442
1,40,0.0,0.7521907543339074,0.3897855279836125,0.22336412424759636
1,41,0.0,0.7591393839401346,0.3746554419756905,0.21928339296561233
1,42,0.0,0.7533739869172711,0.3768822532767747,0.23457536873301651
1,43,0.0,0.753080128942339,0.39015795071529574,0.2006683918220644
1,44,0.0,0.7523947200255341,0.3849143718418428,0.23769382646012324
1,45,0.0,0.7037652314550039,0.3179500404396928,0.1852281413349773
1,46,0.0,0.7507858129087822,0.3470571222439806,0.20284219879719773
1,47,0.0,0.7589279866363401,0.3244084648426601,0.19351358720939743
1,48,0.0,0.7519789601913016,0.34875043477119705,0.2078860847647992
1,49,0.0,0.753139458539777,0.37957515372299894,0.22620491399659792
1,50,0.0,0.7534271300142587,0.38542428335447193,0.21811110907891354
1,51,0.0,0.7549804405357521,0.38984127970086346,0.2571353121357823
1,52,0.0,0.753139458539777,0.3438820025669974,0.2217704498824878
2,0,0.0,0.1478430902462817,0.1478430902462817,0.0
2,1,0.0,0.29811234173404166,0.039686819027896135,0.08493662746574265
2,2,0.0,0.29811234173404166,0.08574070631450013,0.10467037879717807
2,3,0.0,0.3054761321137961,0.13971973953345432,0.1229248609114334
2,4,0.0,0.7520602025218878,0.15774243651864978,0.15775192439301408
2,5,0.0,0.4434986177113472,0.17826754363972502,0.108716979716039
2,6,0.0,0.6510483258456711,0.190445339162008,0.15603930312991018
2,7,0.0,0.7535938736897639,0.22983978400469812,0.15797035414351976
2,8,0.0,0.7540384537460947,0.2746118090893967,0.1741269591730443
2,9,0.0,0.7535938736897639,0.24732515301481126,0.19246344006693783
2,10,0.0,0.6293440024673439,0.2887495506814888,0.17049139401387559
2,11,0.0,0.7534747127566456,0.2354541843923702,0.17564574789951123
2,12,0.0,0.7588612707142945,0.32807820798780396,0.21496200612818228
2,13,0.0,0.7588612707142945,0.4113063340699494,0.23464127558954553
2,14,0.0,0.7588612707142945,0.42578128686413375,0.25583599949896585
2,15,0.0,0.7588612707142945,0.3535743696877245,0.24316076851595905
2,16,0.0,0.7589109879440914,0.36754094857593783,0.21555686347196185
2,17,0.0,0.7589109879440914,0.3939338684755058,0.23807072533149026
2,18,0.0,0.7589109879440914,0.3884577090000642,0.25515800357765855
2,19,0.0,0.7589109879440914,0.37936078232703835,0.22585467197660541
2,20,0.0,0.7589109879440914,0.3957101256660479,0.23930271253380228
2,21,0.0,0.7589109879440914,0.43570607436678527,0.25405569569399555
2,22,0.0,0.7589109879440914,0.3695000466890324,0.2377490052831724
2,23,0.0,0.7589109879440914,0.3561812285037427,0.26547008916144904
2,24,0.0,0.7585074135924207,0.40578552599726997,0.2256980830676858
2,25,0.0,0.7589109879440914,0.35622379117963887,0.24949980256972518
2,26,0.0,0.7589109879440914,0.3654024338723336,0.24129114987000042
2,27,0.0,0.7589109879440914,0.3487862810712054,0.24021895943235966
2,28,0.0,0.7540384537460947,0.3200354202922395,0.207968933750397
2,29,0.0,0.7585074135924207,0.30689022755925605,0.20902314508322054
2,30,0.0,0.7588174659642782,0.38886086093055966,0.22468589778624465
2,31,0.0,0.6512238894811233,0.29747825980806214,0.20033513058920796
2,32,0.0,0.7585074135924207,0.30991990264490343,0.20490507836653518
2,33,0.0,0.7540520271999478,0.3982999320270488,0.20609379783662274
2,34,0.0,0.7536184711205709,0.34238547495438254,0.18732948506895064
2,35,0.0,0.7540520271999478,0.3117055690451582,0.20283136923948872
2,36,0.0,0.7589109879440914,0.377028802768938,0.21347673726621041
2,37,0.0,0.7588258443984484,0.40112918502467443,0.21709899995687237
2,38,0.0,0.753453549750205,0.3187142811758068,0.21836071771234858
2,39,0.0,0.7534629123189306,0.32444751847246595,0.2183354240839124
2,40,0.0,0.7941624075543836,0.4128740336349259,0.2323349494192352
2,41,0.0,0.7589109879440914,0.3537929468505911,0.21633035219138505
2,42,0.0,0.758964852846561,0.36649196230458503,0.21849299936034777
2,43,0.0,0.7589109879440914,0.3427860364044696,0.2380585107959592
2,44,0.0,0.7585074135924207,0.31761528794163235,0.20688083978691946
2,45,0.0,0.753453549750205,0.331127521877687,0.19121694895138805
2,46,0.0,0.7540520271999478,0.3888649800939281,0.20556147812690428
2,47,0.0,0.7588258443984484,0.3660952004735375,0.223080228514021
