run,generation,genetic_format,mutation_intensity,best_vertpos,avg_vertpos,stddev_vertpos
4,20,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,21,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,22,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
4,23,0,0.0,-0.010099997378562976,-0.010099997378617328,3.6052967381733185e-13
4,24,0,0.0,-0.010099997378562976,-0.010099997378619855,3.68623807650217e-13
4,25,0,0.0,-0.010099997378562976,-0.010099997502536586,7.738234024687265e-10
4,26,0,0.0,-0.010099997378562976,-0.010099997378615016,3.5294598761347534e-13
5,0,0,0.0,-0.010399999294193912,-0.01039999929419391,1.734723475976807e-18
5,1,0,0.0,-0.010099997378562976,-0.010372589092958512,9.098836821422626e-05
5,2,0,0.0,-0.010099997378562976,-0.010231532445992404,0.00014225626142346057
5,3,0,0.0,-0.010099997378562976,-0.010110112214514872,4.7697023494676136e-05
5,4,0,0.0,-0.010099997378562976,-0.010107157592040564,4.6952659327181116e-05
5,5,0,0.0,-0.010099997378562976,-0.010129937139810363,0.00011609606481404668
5,6,0,0.0,-0.010099997378562976,-0.010099997378726031,6.100984897862269e-13
5,7,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
5,8,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
5,9,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
5,10,0,0.0,-0.010099997378562976,-0.010099997378669316,4.987819118642721e-13
5,11,0,0.0,-0.010099997378562976,-0.01009999737862734,3.915114399002816e-13
5,12,0,0.0,-0.010099997378562976,-0.010099997378619855,3.68623807650217e-13
5,13,0,0.0,-0.010099997378562976,-0.010099997378616147,3.566774198667758e-13
5,14,0,0.0,-0.010099997378562976,-0.010099997378562977,1.734723475976807e-18
5,15,0,0.0,-0.010099997378562976,-0.010099997378619855,3.68623807650217e-13
5,16,0,0.0,-0.010099997378562976,-0.010099997378617328,3.6052967381733185e-13
5,17,0,0.0,-0.010099997378562976,-0.010099997378562974,1.734723475976807e-18
5,18,0,0.0,-0.010099997378562976,-0.01009999737861393,3.493291947471666e-13
5,19,0,0.0,-0.010099997378562976,-0.010099997378733615,6.230879588596224e-13
5,20,0,0.0,-0.010099997378562976,-0.010099997378679443,5.208622639320219e-13
5,21,0,0.0,-0.010099997378562976,-0.010099997378618563,3.645094084404577e-13
5,22,0,0.0,-0.010099997378562976,-0.010099997378617328,3.6052967381733185e-13
5,23,0,0.0,-0.010099997378562976,-0.010099997378562976,0.0
5,24,0,0.0,-0.010099997378562976,-0.010099997378617328,3.6052967381733185e-13
5,25,0,0.0,-0.010099997378562976,-0.010099997378621208,3.7288063468126436e-13
5,26,0,0.0,-0.010099997378562976,-0.010099997378615016,3.5294598761347534e-13
