run,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,0.0,70,196.27808860000005,/*9*/BFLRLRUUUL,0.9640970816785673
1,0.0,45,138.22708140000032,/*9*/FLFLUUUU,0.7915560897453736
2,0.0,87,227.33291140000074,/*9*/FLBFRUUUUD,0.9045371475110126
3,0.0,34,115.77510929999698,/*9*/RBUDUUU,0.7519789601913016
4,0.0,63,177.75379840000096,/*9*/DDDDFLBR,0.8008314572960309
5,0.0,36,116.45085860000108,/*9*/DDDLRB,0.758964852846561
