run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,130,337.5265581,"Qqq(cqX[T]mM((, cMMLX[N, 1:-6.726, 1:6.055, 1:5.115][G][T, ry:-0.233, ry:0, rz:0][|, -1:10.98, r:0.896]qqX[Gpart][G])))",0.004296851299654607
