run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,84,187.69956279599865,"(rX[T, ry:0.525][S][Gpart, ry:1.218][|, -1:1.211](F((r(r(, FM(X[N, -4:1,2:0.748][G][T])))))))",0.002606778391883839
