run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,118,233.36121055799595,"qqX[N, 3:1,3:1][S][|, 2:1][*][N, 0:1.323, 2:6.881, 2:2.024, -1:1, -3:1.224]X[*][T][|, -1:2.355, p:0.25, r:1]",0.0018325541750175511
