run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,76,208.68944071499573,"XFQX[*][N,-1:6.062,s:-0.046,-1:-3.431,-1:-0.215]FXXlLLX[|,-1:-0.874]",0.0002918370034903763
