run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,114,367.8274546140019,"RqLX[|,4:0.879][*]fXXrX[@,2:4.412]XMXLFqX[|,p:0.25,p:0.25,p:0.25][*]",0.0005316452953074882
