run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,137,374.2493610830061,"fLm(FX[N, 2:15.659,0:-12.446,2:0.722,0:2.337,si:2][|, 1:-0.411, r:0.937], fL(RQQLXLQ(RcQQ(QQX[*]))))",0.0006156645738878207
