run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,135,349.08657626999775,"(fX, RRLlX[Gpart, rz:0,rz:0][G]qfcLMLLX[|, -1:6.321][*]X[|,-4:1]qcLFFFX[|, -2:0.911, p:0.087,p:0.25])",0.012696951586818406
