category,walk_id,sample_id,rank_group,step,fitness,genotype,mutation_attempts
f9,9-11,11,medium,1,0.23459232660804058,/*9*/DLDLBFR,1
f9,9-11,11,medium,2,0.16519905201493892,/*9*/DLDLBDR,1
f9,9-11,11,medium,3,0.2011490723876113,/*9*/DDDLBDR,1
f9,9-11,11,medium,4,0.19592293976548358,/*9*/LDDLBDR,1
f9,9-11,11,medium,5,0.1517475376486197,/*9*/LUDLBDR,2
f9,9-11,11,medium,6,0.18536474223691063,/*9*/LUDRBDR,2
f9,9-11,11,medium,7,0.1854403052415995,/*9*/LUDRBDL,1
f9,9-11,11,medium,8,0.14808794287861884,/*9*/LUDRBFL,1
f9,9-11,11,medium,9,0.2952740768813906,/*9*/LULDRBFL,1
f9,9-11,11,medium,10,0.23103242568177557,/*9*/LLLDRBFL,1
f9,9-11,11,medium,11,0.23555494720509795,/*9*/LLLDRUFL,2
f9,9-11,11,medium,12,0.20220263568232555,/*9*/LLLDRLFL,1
f9,9-11,11,medium,13,0.2070358967848913,/*9*/LLDRLFL,1
f9,9-11,11,medium,14,0.27866457598672356,/*9*/LLDRUFL,3
f9,9-11,11,medium,15,0.3129406554990689,/*9*/LLDRUFU,1
f9,9-11,11,medium,16,0.27866457598672356,/*9*/LLDRUFL,1
f9,9-11,11,medium,17,0.24820276714945094,/*9*/ULDRUFL,1
f9,9-11,11,medium,18,0.4361970288427584,/*9*/ULDBRUFL,1
f9,9-11,11,medium,19,0.30480311644091973,/*9*/URDBRUFL,1
f9,9-11,11,medium,20,0.34595302385621246,/*9*/URDBRUFF,1
f9,9-11,11,medium,21,0.21838270729056175,/*9*/URDBRUFU,1
f9,9-11,11,medium,22,0.2760309500390408,/*9*/URFDBRUFU,1
f9,9-11,11,medium,23,0.213266571728726,/*9*/UUFDBRUFU,1
f9,9-11,11,medium,24,0.18834901589796726,/*9*/DUFDBRUFU,1
f9,9-11,11,medium,25,0.2192405705216543,/*9*/DURDBRUFU,1
f9,9-11,11,medium,26,0.6898615502383364,/*9*/DURDBRUUU,1
f9,9-11,11,medium,27,0.16654468414210444,/*9*/DURDBRUUR,1
f9,9-11,11,medium,28,0.17085746744706667,/*9*/DURDFRUUR,1
f9,9-11,11,medium,29,0.16447744415727866,/*9*/DURDFRURR,1
f9,9-11,11,medium,30,0.23683483054560228,/*9*/DURDFRURF,1
f9,9-12,12,medium,0,0.7582748874690542,/*9*/UDDDRLF,0
