category,walk_id,sample_id,rank_group,step,fitness,genotype,mutation_attempts
f4,4-1,1,best,0,0.009540191505434586,/*4*/FCM<qX><FLLX#1>>X>,0
f4,4-1,1,best,1,0.009540191505434586,"/*4*/FCM<qX><FLLX#1>>,X>",1
f4,4-1,1,best,2,0.009540191505434586,"/*4*/FCM<qX><FLLMX#1>>,X>",1
f4,4-1,1,best,3,0.024273965803971724,"/*4*/FCM<qX><FLL<MX#1>>X>,X>",1
f4,4-1,1,best,4,0.024273965803971724,"/*4*/FCM<qX><FLL<X>MX#1>>,X>",1
f4,4-1,1,best,5,0.16701277671103473,"/*4*/FCM<q<X>X><FLL<X>MX#1>>,X>",1
f4,4-1,1,best,6,0.16679203324892117,"/*4*/FCM<q<X>X><FLL<X>MX#1f>>,X>",1
f4,4-1,1,best,7,0.11606072372435804,"/*4*/FCM<q<X>Xl><FLL<X>MX#1f>>,X>",1
f4,4-1,1,best,8,0.16679203324892117,"/*4*/FCM<q<X>X><FLL<X>MX#1f>>,X>",1
f4,4-1,1,best,9,0.024287077126617852,"/*4*/FCM<qX><FLL<X>MX#1f>>,X>",1
f4,4-1,1,best,10,0.02022026139559211,"/*4*/FCM<qX><,X>FLL<X>MX#1f>>",1
f4,4-1,1,best,11,0.02022026139559211,"/*4*/FCM<qX><,X>FLL<X>cMX#1f>>",1
f4,4-1,1,best,12,0.013962828899546692,"/*4*/F<X>CM<qX><,X>FLL<X>cMX#1f>>",1
f4,4-1,1,best,13,0.1956350390452443,"/*4*/F<X>CM<q,X><,X>FLL<X>cMX#1f>>",1
f4,4-1,1,best,14,0.2657392198779024,"/*4*/F<X>CLM<q,X><,X>FLL<X>cMX#1f>>",1
f4,4-1,1,best,15,0.0732698466911321,"/*4*/F<CLM<q,X><,X>FLL<X>cMX#1f>>X>",1
f4,4-1,1,best,16,0.0732698466911321,"/*4*/F<CLM<q,X><,X>FLL<X>cMX#1f>R>X>",1
f4,4-1,1,best,17,0.07253222479907936,"/*4*/F<CLM<q,X><FLL<X>cMX#1f>R>,X>X>",2
f4,4-1,1,best,18,0.07253222479907938,"/*4*/F<CLM<q,X><FLL<X>cMX#1f>>,X>X>",1
f4,4-1,1,best,19,0.07253222479907938,"/*4*/F<CLM<q,X><FLL<X>cMX#1fq>>,X>X>",1
f4,4-1,1,best,20,0.05907819291226033,"/*4*/F<CLM<q,X><FL<L<X>cMX#1fq>>X>,X>X>",2
f4,4-1,1,best,21,0.05942250167939041,"/*4*/F<CLM<q,X><,X>FL<L<X>cMX#1fq>>X>X>",1
f4,4-1,1,best,22,0.05893765005582652,"/*4*/F<CLM<q,X><,cX>FL<L<X>cMX#1fq>>X>X>",1
f4,4-1,1,best,23,0.058312579439896206,"/*4*/F<CLM<q,X><,cX>FL<X>L<X>cMX#1fq>>X>",1
f4,4-1,1,best,24,0.04522292308472509,"/*4*/F<CLM<Cq,X><,cX>FL<X>L<X>cMX#1fq>>X>",1
f4,4-1,1,best,25,0.04530801024624979,"/*4*/F<CLM<Cq,X><,X>FL<X>L<X>cMX#1fq>>X>",2
f4,4-1,1,best,26,0.054550867176728024,"/*4*/F<CLLM<Cq,X><,X>FL<X>L<X>cMX#1fq>>X>",1
f4,4-1,1,best,27,0.2251289348851374,"/*4*/F<<X>CLLM<Cq,X><,X>FL<X>L<X>cMX#1fq>>X>",1
f4,4-1,1,best,28,0.2251289348851374,"/*4*/F<<X>CLLM<Cq,X#2>><,X>FL<X>L<X>cMX#1fq>>X>",1
