category,walk_id,sample_id,rank_group,step,fitness,genotype,mutation_attempts
f1,1-1,1,best,0,0.0018923879070592985,CQXXXX,0
f1,1-1,1,best,1,0.006666220924305483,CQXXXXX,1
f1,1-1,1,best,2,0.0692601465530419,XCQXXXXX,1
f1,1-1,1,best,3,0.05773229584308454,XClQXXXXX,1
f1,1-1,1,best,4,0.0799112134559403,XClQXLXXXX,2
f1,1-1,1,best,5,0.05773229584308454,XClQXXXXX,1
f1,1-1,1,best,6,0.05773229584308454,XClQXMXXXX,1
f1,1-1,1,best,7,0.05773229584308454,XClQXMXXmXX,1
f1,1-1,1,best,8,0.038794462987107536,XXClQXMXXmXX,1
f1,1-1,1,best,9,0.019916316896132075,qXXClQXMXXmXX,1
f1,1-1,1,best,10,0.06471356345832913,qXXClQQXMXXmXX,1
f1,1-1,1,best,11,0.06462331847651587,qXQXClQQXMXXmXX,1
f1,1-1,1,best,12,0.12581217187177007,qCXQXClQQXMXXmXX,1
f1,1-1,1,best,13,0.12581217187177007,qCXQMXClQQXMXXmXX,1
f1,1-1,1,best,14,0.014072926340801888,"(qCXQMXClQQX, MXXmXX)",1
f1,1-1,1,best,15,0.014072926340801888,"(qCXQMXClQQX, XXmXX)",1
f1,1-1,1,best,16,0.013118165395482046,"(CXQMXClQQX, XXmXX)",1
f1,1-1,1,best,17,0.008801245469826195,"(XQMXClQQX, XXmXX)",1
f1,1-1,1,best,18,0.008801245469826177,"(XQMXClQQX, XXqmXX)",2
f1,1-1,1,best,19,0.008899104406788552,"((XQMXClQQX, X), XqmXX)",3
f1,1-1,1,best,20,0.008899104406788552,"((XQMXClQQX, X), FXqmXX)",1
f1,1-1,1,best,21,0.008899104406788552,"((XQMXClQQX, X), FXqmXX)",1
f1,1-1,1,best,22,0.008899104406788545,"((XQMXClQQX, X), FXmXX)",1
f1,1-1,1,best,23,0.008899104406788545,"((XQMXClQQX, X), XmXX)",1
f1,1-1,1,best,24,0.012008064793437663,"((XQMXClQQX, X), XX)",1
f1,1-1,1,best,25,0.02032964109042354,"((XQMXCClQQX, X), XX)",1
f1,1-1,1,best,26,0.02032964109042354,"(((XQMXCClQQX), X), XX)",1
f1,1-1,1,best,27,0.02032964109042354,"(m((XQMXCClQQX), X), XX)",1
f1,1-1,1,best,28,0.02032964109042354,"(m(m(XQMXCClQQX), X), XX)",1
f1,1-1,1,best,29,0.02032964109042354,"((m(mXQMXCClQQX), X), XX)",1
f1,1-1,1,best,30,0.02032964109042354,"((m(XQMXCClQQX), X), XX)",1
f1,1-2,2,best,0,0.16429312138667707,XRfcQXFXcccX,0
f1,1-2,2,best,1,0.19711904838231556,LXRfcQXFXcccX,1
f1,1-2,2,best,2,0.11475789160969611,LXRfcQXRFXcccX,1
f1,1-2,2,best,3,0.05615626233218118,LXRRfcQXRFXcccX,1
f1,1-2,2,best,4,0.03959219378541,LXRRfcQXRFXccCcX,1
f1,1-2,2,best,5,0.07081738980489817,LXRRfcQXFXccCcX,1
f1,1-2,2,best,6,0.04563573782259948,XRRfcQXFXccCcX,1
f1,1-2,2,best,7,0.04543432530504706,XRRfcQXXccCcX,1
f1,1-2,2,best,8,0.03560676467515586,XRRfcQXXcccX,1
f1,1-2,2,best,9,0.017438622802799196,"(X, RRfcQXXcccX)",1
f1,1-2,2,best,10,0.005786861678878454,"l(X, RRfcQXXcccX)",1
f1,1-2,2,best,11,0.0057868616788784594,"l(RX, RRfcQXXcccX)",1
f1,1-2,2,best,12,0.021951870545328486,"l(RX, RRfcQXXcccXX)",2
f1,1-2,2,best,13,0.0335107489185006,"(lRX, RRfcQXXcccXX)",1
f1,1-2,2,best,14,0.033529264782962365,"(RLlX, RRfcQXXcccXX)",1
f1,1-2,2,best,15,0.02751457108030046,"(RLlX, RRfcQXXccXX)",1
f1,1-2,2,best,16,0.027522570112549032,"f(RLlX, RRfcQXXccXX)",1
f1,1-2,2,best,17,0.02108996858562854,"f(RLlX, RRfcQXXccXlX)",1
f1,1-2,2,best,18,0.01783002208072375,"f(RLlX, RRfcQXXcXlX)",1
f1,1-2,2,best,19,0.01781194399469689,"f(RLlX, RRfcQXfXcXlX)",1
f1,1-2,2,best,20,0.01800813679623968,"(RLlX, RRfcQXfXcXlX)",1
f1,1-2,2,best,21,0.01804050238708235,"(RLlX, RRfcQXXcXlX)",1
f1,1-2,2,best,22,0.031302180440600194,"L(RLlX, RRfcQXXcXlX)",1
f1,1-2,2,best,23,0.02792344170636141,"L(RLlX, RRfcQXXcX)",3
f1,1-2,2,best,24,0.02794269376209645,"L(RLlX, RRcQXXcX)",1
f1,1-2,2,best,25,0.24347368141154435,"qL(RLlX, RRcQXXcX)",1
f1,1-2,2,best,26,0.19124724990183037,"qL(RLlX, RRcQXXcXX)",1
f1,1-2,2,best,27,0.27135085979641904,"qL(RLlX, RRcQXcXX)",1
f1,1-2,2,best,28,0.27135085979641904,"qL(RLlX, RRcQXcmXX)",1
f1,1-2,2,best,29,0.27135085979641876,"qL(RLlX, RRcQXcmXRX)",1
f1,1-2,2,best,30,0.27135085979641904,"qL(RLlX, RRcQXcmXX)",1
f1,1-3,3,best,0,0.48501601133596084,XcXcLQQXmcXrXmLX,0
f1,1-3,3,best,1,0.25622651708266375,XXcLQQXmcXrXmLX,1
f1,1-3,3,best,2,0.322187307090426,XXcLQQXmcXXrXmLX,1
f1,1-3,3,best,3,0.355211546636959,XXcLQQXmcXXrXmLcX,1
f1,1-3,3,best,4,0.3513583038276374,XXcLQQXmcXRXrXmLcX,1
f1,1-3,3,best,5,0.27687486983567944,"(X(X), cLQQXmcXRXrXmLcX)",1
f1,1-3,3,best,6,0.23836622270366983,"(X(XX), cLQQXmcXRXrXmLcX)",1
