run,generation,mutation_intensity,best_vertpos,avg_vertpos,stddev_vertpos
0,0,0.2,0.14810951195883332,0.14810951195883335,2.7755575615628914e-17
0,1,0.2,0.43729980360566223,0.09712759586705984,0.12307073738244226
0,2,0.2,0.43729980360566223,0.12547568906861817,0.15227411901465415
0,3,0.2,0.4463479585283533,0.15891905951236052,0.15209251193950515
0,4,0.2,0.7522766512852385,0.18225069776906413,0.1735857926934347
0,5,0.2,0.752147867875501,0.21107719169942862,0.1618358523897934
0,6,0.2,0.752147867875501,0.1832655070924648,0.17054231414757404
0,7,0.2,0.752147867875501,0.19199714659890554,0.18058810584074145
0,8,0.2,0.752147867875501,0.2154658354434568,0.187486742396845
0,9,0.2,0.7518242012651843,0.24414936593529774,0.17426640513880715
0,10,0.2,0.7518242012651843,0.23553826617243984,0.17217381398867937
0,11,0.2,0.7517878646554815,0.22003959823798402,0.18000627628114013
0,12,0.2,0.7518242012651843,0.2578195412043787,0.21507101698741884
0,13,0.2,0.7528086283132194,0.24991946029464424,0.1987422959572529
0,14,0.2,0.7538350292268069,0.23036631815358016,0.20687444057048582
0,15,0.2,0.7590903884415275,0.26298381839159396,0.22079363635545224
0,16,0.2,0.7590903884415275,0.2991248342413887,0.22143827172611535
0,17,0.2,0.7590903884415275,0.28306875086525546,0.20917082704936313
0,18,0.2,0.7523556123850209,0.29224270603882335,0.19791269462490718
0,19,0.2,0.7523556123850209,0.276561547662868,0.17977730627159466
0,20,0.2,0.7517878646554815,0.3294378542053698,0.20426378512257165
0,21,0.2,0.7537839977131372,0.25105312174795463,0.23074899590703216
0,22,0.2,0.752412929216998,0.27065002959865675,0.1761832388308523
0,23,0.2,0.750364251121441,0.27514611646873244,0.16847406473845913
0,24,0.2,0.750364251121441,0.30787213680181164,0.15576875880201768
0,25,0.2,0.7506765225584027,0.2756767317542063,0.1783047644746336
0,26,0.2,0.752734390841878,0.29139447444053823,0.1938192339930994
0,27,0.2,0.7818402507406654,0.33466278401083566,0.19779625834808615
0,28,0.2,0.7506766709925053,0.31555179110368337,0.1985366954344288
0,29,0.2,0.7550281411653883,0.29301395654747137,0.1963212676503211
0,30,0.2,0.759122701748835,0.37461653517095095,0.17770836005372379
0,31,0.2,0.7594204205770723,0.30086133015857697,0.22971200853442783
0,32,0.2,0.7157148982472251,0.29973276768752827,0.20340466234032228
0,33,0.2,0.750364251121441,0.33913341276722625,0.20550903861482972
0,34,0.2,0.7948344983642571,0.36612963140489646,0.22683899258880158
0,35,0.2,0.7948344983642571,0.325752523571486,0.23116521624219083
