run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,54,155.02658906899887,"C(L((mX[@, 1:1.333,p:0.98][*][|, 1:10.893][T, rz:0], )), lX[S])",0.000415931105910678
