run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,72,165.57159984899772,"(CX, FFX[T][|, -1:12.558][@, -2:-20.888])",0.004537827344598914
