run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,492,1496.3898006999993,"l(LLffmL(fX[G]fffLLQLfX[*]fLMX[|, 2:4.058, p:0.492]LLmmX[S]L(, MLXLLMX(RRMLX[Gpart][|, 1:26.224]RRLQX[*]rM((LLrFmX, ))))), rCMXl(lXLX[|, -7:2.959, r:1]), (MQCfLLfX))",0.0015482520363789055
