run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,251,761.9711028000002,"qffX[G]CCLLLL(FLCm(, qLm(, X)), MfCXCCLX[|, -1:1.64,r:1][*], )",0.013530598611898651
