run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,117,333.1880723009963,"XRMLfX[*][T, r:1][|, r:1, 2:2.387,r:1,p:0.25,p:0.25]RFCX[N, 1:-4.32,-2:-1.212,0:5.552,-3:-1.031,-3:2.607,in:0.8][G]",0.004891251556839294
