run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,108,322.1129086000001,"((rMqX[|, r:0.869, 4:-14.865]((XX[|,2:4.691]), LX[@]), LCFX[T,rz:-0.974][*]))",0.008074745331108664
