run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,211,683.0445371000001,"MMMMlX[G][|, 1:19.489, r:0.719, r:0.844][T, r:0.756, rz:2.444]CQMX[@, -1:15.682]RMXCFFX[T][@, -5:1][N, -6:11, -4:3.137]",0.005195844825425106
