run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,123,327.8357348999998,"RLLCQX[T][|, -1:9.2, p:0.262]F((M(, ((X[N, -2:1.107][|, -3:2.273])))))",0.009602572799939115
