run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,61,137.39037979600107,"(L(QX[*][T, r:1, rz:0, r:1]q(CX[|,-2:-0.428,p:0.25])), X)",0.0002757169422569761
