run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_velocity
0,1,0.0,162,497.8653115000002,"rrrLcfcccfX[@, 5:1.11][|, 4:11.096, p:0.308][S]RcfMX[S][N, 1:8.598, 1:14.511, 1:-0.229, -2:-4.04,fo:0.04][T, rz:1.957, ry:0.898]",0.0010742167824665597
