run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
3,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.86
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
c:0.4150044401176274, 0.040485543198883533, 0.23919155821204185, -0.5334009849466383, -0.13946857070550323, 0.8742828411050141, -0.189
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:l=0.929
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
j:-0.26054148096591234, 0.3859433433972299, -0.6596821206621826, 0.4341106596402824, -0.3841075408272445, 0.10479081608355045, rotstif=0.875
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:l=1.189
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:y0=-0.169
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:-0.025
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.323
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:y0=0.384
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.995
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:y0=0.163
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
j:-0.5529571170918643, -0.1555597190745175, 0.8251046882942319, -0.483396889641881, -0.3458657516166568, 0.07086265925318003, l=0.956
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
c:-0.37563376361504197, -0.5580756445415318, 0.8200350110419095, 0.10192646784707904, 0.2705725412815809, -0.6184610589407384, 1.706
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:-0.012
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
j:-0.5518963043577969, 0.345535974483937, 0.6743908529169858, -0.2502230042591691, -0.1433205739594996, -0.571873476728797, rotstif=0.974
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
n:0.0891865473240614, -0.6703701042570174, 0.43314971355721354, -0.4235900789499283, -0.6966118710115552, 0.8398093744181097, d=|:p=0.231
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:y0=-0.16
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
c:0.4805889236740768, -0.7177411834709346, -0.3533908147364855, 0.11439946107566357, 0.903643412515521, 0.8413895848207176, -0.144
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.332
",0.0,feasible,20
3,H,0,"//H
3
j:",0.0,"//H
3
j:
c:-0.8885594373568892, 0.52143195271492, 0.896552998572588, -0.4590354170650244, -0.4634745488874614, -0.2665102705359459, 0.581
",0.0,feasible,20
