run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
28,H,0,0,"//H
3
j:",0.0,
28,H,3,1,"//H
3
j:y1=0.329
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
",3.800484011713069e-15,"//H
3
j:"
28,H,1,2,"//H
3
j:y1=0.329
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
",3.9396928628840416e-07,"//H
3
j:y1=0.329
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
"
28,H,2,3,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
",4.3345409495854445e-07,"//H
3
j:y1=0.329
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
"
28,H,3,4,"//H
3
j:y1=0.435, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
",4.3345409495854445e-07,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
"
28,H,4,5,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
",8.584558242768756e-07,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
"
28,H,5,6,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.391
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
",8.985330890415663e-07,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.239
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
"
28,H,6,7,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.262
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
",9.157687647285454e-07,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.391
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
"
28,H,7,8,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.919, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.262
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
",9.157687647285454e-07,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.262
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
"
28,H,8,9,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.262
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
c:-0.3095744918100536, -0.7656820607371628, -0.7841086108237505, 0.16417800728231668, 0.15175481047481298, -0.6510374816134572, -0.087
",9.157687647285454e-07,"//H
3
j:y1=0.329, fr=0.181
j:-0.9132737307809293, -0.5797953228466213, -0.3783065271563828, -0.9315263531170785, 0.3318778886459768, 0.3346595368348062, rotstif=0.933
j:-0.3245047046802938, -0.7827173471450806, 0.6623983108438551, 0.7614813218824565, -0.8011379591189325, -0.9145923191681504, rotstif=0.995
j:-0.869728229008615, 0.3435910604894161, -0.7204349720850587, 0.9794652466662228, -0.5305099566467106, 0.22224077582359314, fr=0.262
j:0.20091322576627135, -0.2895826636813581, -0.7306126859039068, -0.42008577240630984, 0.6021321848966181, -0.01514106709510088, fr=0.123
"
