run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
27,H,0,0,"//H
3
j:",0.0,
27,H,4,1,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002
",4.309808437650317e-15,"//H
3
j:"
27,H,1,2,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
",1.1362979914979743e-12,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002
"
27,H,2,3,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
",7.789389726851761e-11,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
"
27,H,3,4,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
",3.002959292921803e-07,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
"
27,H,4,5,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739
",3.6798554090462073e-07,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
"
27,H,5,6,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
",7.403072873652749e-07,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739
"
27,H,6,7,"//H
3
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
",9.088834051308664e-07,"//H
3
j:y0=0.104, fr=0.26
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
"
27,H,7,8,"//H
3
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.686
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
",1.0536374240940238e-06,"//H
3
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.734
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
"
27,H,8,9,"//H
3
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.686
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
c:-0.9714332683943212, -0.5440262709744275, -0.16721250163391232, -0.38131603971123695, -0.826971082482487, 0.0005827378481626511, 0.75
",1.0536374240940238e-06,"//H
3
j:0.29774746764451265, 0.2520942632108927, 0.6831791209988296, 0.8004385293461382, -0.5226122168824077, -0.7435406618751585, rotstif=0.949, l=0.686
j:-0.47686955565586686, 0.5971973948180676, 0.1713700946420431, -0.7353185941465199, 0.9159943284466863, -0.6633863323368132, fr=1.002, l=0.871
j:-0.9483021474443376, -0.7575788884423673, -0.9500549668446183, -0.1770794065669179, -0.37671377090737224, -0.7167232749052346, rotstif=0.933
j:0.6213984414935112, -0.8298662742599845, 0.07659882912412286, -0.4101086766459048, -0.1667629275470972, 0.19110352685675025, fr=0.739, l=0.511
"
