run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
29,H,0,0,"//H
3
j:",0.0,
29,H,2,1,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
",1.776522850100588e-19,"//H
3
j:"
29,H,1,2,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, l=0.827
",1.4935390895374905e-09,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
"
29,H,2,3,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.089
",1.1388632077948562e-07,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, l=0.827
"
29,H,3,4,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
",1.4929088472836353e-06,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.089
"
29,H,4,5,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
",1.4935428080984172e-06,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
"
29,H,5,6,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
n:0.6628820290789008, -0.06420454382896423, 0.2639237795956433, -0.07634475687518716, 0.5266594127751887, 0.9172168001532555, d=Gpart:rz=0.776
",1.4935428080984172e-06,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
"
29,H,6,7,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
c:-0.3007096438668668, -0.24005168490111828, -0.07572153303772211, -0.21865405375137925, 0.9756160657852888, 0.10754888597875834, 3.338
",1.4935428080984172e-06,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
"
29,H,7,8,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
c:-0.17435298627242446, 0.19435324659571052, 0.5061549260281026, 0.7086945823393762, 0.928930682130158, -0.0644592004828155, -0.077
",1.4935428080984172e-06,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
"
29,H,8,9,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
n:-0.9424861101433635, -0.48304996313527226, -0.8483033231459558, -0.022698928602039814, 0.0958088580518961, -0.3046128428541124, d=|:p=0.099
",1.508391896960999e-06,"//H
3
j:
j:-0.9785867696627975, -0.36252569779753685, 0.7171035232022405, 0.13837856240570545, 0.04588686767965555, -0.8648313940502703, fr=0.634
j:0.9640825176611543, 0.4549782848916948, -0.6974310372024775, 0.5068400399759412, -0.9210402141325176, -0.06990067614242435, l=1.353
j:0.5516492538154125, -0.5172320809215307, -0.5805906038731337, -0.1950902841053903, 0.4379961541853845, 0.5405195904895663, fr=0.143, l=0.827
j:0.9263077103532851, -0.4423393290489912, -0.6673177615739405, -0.8971761432476342, 0.6808215365745127, 0.20123649341985583, l=1.211
"
