run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0, fr=0.88
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0, fr=0.862
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1
n:j=0, d=@
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
p:0.798, 1.009, 1.446
j:0, 1
j:2, 1
",1.7785586075664357e-19,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0, fr=0.089
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1, rotstif=0.927
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1
n:j=0, d=G
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:fr=0.81
p:1.0
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1, stif=0.931
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1, stif=0.994
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:fr=0.039
p:1.0
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0, fr=0.573
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1
n:p=0, d=T
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:-0.621, 0.114, -0.532
p:1.0
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1, stif=0.999
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1, rotstif=0.984
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:fr=0.924
p:1.0
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:fr=0.209
p:1.0
j:0, 1
",0.0,feasible,22
38,0,0,"//0
p:
p:1
j:0,1",0.0,"//0
p:
p:1.0
j:0, 1
n:p=1, d=T
",0.0,feasible,22
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:fr=0.631
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",2.51214793389404e-19,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1, stif=0.865
j:2, 1
",4.375518360382223e-14,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1, rotstif=0.876
j:2, 1
",1.7347234759768072e-22,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:2, 1
j:0, 1
",1.7347234759768072e-22,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769, fr=0.164
j:0, 1
j:2, 1
",0.0,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:1.0
p:2.315, 1.16, -0.769
j:1, 0
",0.0,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1, stif=0.822
j:2, 1
",2.350954677722524e-13,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:-0.458, 0.556, 0.193
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",0.0,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:1.7139163074030708, 0.8588090352430073, -0.5693311621567868
j:1, 0
j:2, 0
",2.168631283290435e-17,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1, stif=0.941
j:2, 1
",8.048125212386271e-14,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:0.6010836925969292, 0.3011909647569926, -0.1996688378432132
p:1.0
p:2.315, 1.16, -0.769
j:0, 2
j:1, 2
",3.4694469519536144e-22,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:0.2, 0.097, -0.479
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7763576864329959e-19,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:-0.73, -0.246, -0.231
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",2.513360500302883e-19,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:-0.34, -0.755, -0.326
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7789172687724451e-19,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
p:2.595, 1.474, -0.635
j:0, 1
j:2, 1
j:3, 2
",1.6291756803684982e-07,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:1.7139163074030708, 0.8588090352430073, -0.5693311621567868
j:0, 1
j:2, 1
j:0, 2
",0.0,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:fr=0.173
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7763576864329959e-19,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0
p:2.315, 1.16, -0.769, ing=0.215
j:0, 1
j:2, 1
",1.7347234759768072e-22,feasible,21
38,0,1,"//0
p:
p:1.0
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7347234759768072e-22,"//0
p:
p:1.0, fr=0.284
p:2.315, 1.16, -0.769
j:0, 1
j:2, 1
",1.7763576864329959e-19,feasible,21
