run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
30,H,0,"//H
3
j:",0.0,"//H
3
j:-0.092
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:
n:0.5912769278511405, 0.5824332758784294, 0.709933954756707, 0.7729945802129805, 0.7048061229288578, -0.23117741663008928, d=G
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.45
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:
n:-0.1563077406026423, -0.45104862470179796, 0.3114146855659783, -0.21383681055158377, 0.17952405288815498, 0.1776922047138214, d=S
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.791
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.791
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:
c:0.9388632201589644, 0.9666411839425564, -0.217976912856102, 0.2962823654524982, 0.714620768558234, 0.6412855968810618, -0.308
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:
n:0.043627113569527864, -0.1534661208279431, 0.7057245126925409, 0.5790938655845821, 0.43965875590220094, 0.13641221821308136, d=G
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:y1=-0.076
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:y0=0.242
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.92
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:
n:0.1181902945972979, -0.8756913114339113, -0.46394404023885727, -0.35781335132196546, -0.5194391580298543, 0.8885511355474591, d=Gpart:ry=0.254
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.014
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.9
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:0.217
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:
c:-0.11947779217734933, -0.42535367514938116, -0.33024387480691075, -0.8231333922594786, -0.453796383459121, -0.5712908827699721, 0.549
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:y0=0.161
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.013
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:y2=-0.174
",0.0,feasible,20
30,H,0,"//H
3
j:",0.0,"//H
3
j:l=0.894
",0.0,feasible,20
30,H,1,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",1.0759710363899345e-09,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.263
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",9.857614985232595e-15,feasible,20
30,H,1,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",1.0759710363899345e-09,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.379, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",1.0759710363899345e-09,feasible,20
30,H,1,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",1.0759710363899345e-09,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
n:-0.046045851428061724, 0.6837057978846133, -0.4901035502552986, -0.40300070168450475, 0.7683281344361603, -0.6024718987755477, d=S
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",1.0759710363899345e-09,feasible,20
30,H,1,"//H
3
j:fr=0.499
j:0.5171564812771976, -0.9002945083193481, -0.20388708915561438, 0.5080157527700067, 0.9116766070947051, 0.5535466391593218, l=0.821
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",1.0759710363899345e-09,"//H
3
j:fr=0.499
j:-0.5957048642449081, -0.6477194135077298, 0.14915208332240582, 0.5258803735487163, 0.40627217711880803, 0.9593985830433667, l=1.146
c:0.968, -0.2342259786091745, -0.9259152575396001, -0.1382968476973474, -0.814, 0.6273073023185134, 0.52
c:0.5363500020466745, -0.8960844404064119, -0.2589313378557563, 0.12371546728536487, -0.42100188322365284, 0.4413769687525928, 0.444
",0.0,feasible,20
