run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
24,4,0,/*4*/X,0.0,/*4*/cX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/MX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/XC>,0.0,feasible,48
24,4,0,/*4*/X,0.0,"/*4*/X,>",0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/CX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/X#2>>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/X>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/qX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/lX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/Xm>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/RX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/LX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/XM>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/XL>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/XR>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/Xf>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/Xr>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/fX>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/XF>,0.0,feasible,48
24,4,0,/*4*/X,0.0,/*4*/<X>N:N[0:1.834]>,0.0,feasible,48
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCmXqR>RX>",1.7347234759768072e-22,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<RX>q,RcCCmXq>",1.5981037815027654e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,LRcCCmXq>RX>",3.469833564457022e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<<q,RcCCmXq>N:G>RX>",1.4001722628691222e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCLmXq>RX>",3.469833564457022e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,/*4*/Rcm<qRcCCmXq>RX>,1.7806072546402776e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCmXql>RX>",3.650796078651556e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCrCmXq>RX>",1.7347234759768072e-22,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<qF,RcCCmXq>RX>",3.660679027893833e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCfmXq>RX>",3.672595548844897e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RCcCCmXq>RX>",3.6290994360279825e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCmXq#2>>RX>",3.668283736177756e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCXq>RX>",3.668283736177756e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q<,RcCCmXq>X>RX>",5.350919944959392e-16,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/RcmF<q,RcCCmXq>RX>",3.662003803663536e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q<X>,RcCCmXq>RX>",2.000984542987198e-19,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcm<q,RcCCmX>RX>",3.6682837361776346e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/<X>Rcm<q,RcCCmXq>RX>",2.338576962889351e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/R,cm<q,RcCCmXq>RX>",2.9856593967990362e-05,feasible,28
24,4,1,"/*4*/Rcm<q,RcCCmXq>RX>",3.668283736177756e-05,"/*4*/Rcmc<q,RcCCmXq>RX>",3.60715898980517e-05,feasible,28
24,4,2,"/*4*/Rfcm<X><f<qC,RqcCCFmqXL>fX>N:|>",0.001053459429601544,"/*4*/Rfcm<X><f<qC,RqcCCFmqXL>X>N:|>",0.00012231040175080234,feasible,24
24,4,2,"/*4*/Rfcm<X><f<qC,RqcCCFmqXL>fX>N:|>",0.001053459429601544,"/*4*/mRfcm<X><f<qC,RqcCCFmqXL>fX>N:|>",0.0006981821238318298,feasible,24
