run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
7,0,0,0,"//0
p:
p:1
j:0,1",0.0,
7,0,1,1,"//0
p:
p:1.0
p:0.6, 0.096, 0.536
j:0, 1
j:2, 1
",9.364435911272976e-16,"//0
p:
p:1
j:0,1"
7,0,2,2,"//0
p:1.0
p:0.6, 0.096, 0.536
j:1, 0
",9.15366090237576e-10,"//0
p:
p:1.0
p:0.6, 0.096, 0.536
j:0, 1
j:2, 1
"
7,0,3,3,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
j:1, 0
",9.342915724052589e-10,"//0
p:1.0
p:0.6, 0.096, 0.536
j:1, 0
"
7,0,4,4,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
j:1, 0
j:2, 1
",9.48001450067669e-08,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
j:1, 0
"
7,0,5,5,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
j:1, 0
j:2, 1
j:3, 0
",5.107119768786396e-07,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
j:1, 0
j:2, 1
"
7,0,6,6,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0
j:2, 1
j:3, 0
j:4, 3
",9.230218766966132e-07,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
j:1, 0
j:2, 1
j:3, 0
"
7,0,7,7,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0, stif=0.962
j:2, 1
j:3, 0
j:4, 3
",9.289650092433653e-07,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0
j:2, 1
j:3, 0
j:4, 3
"
7,0,8,8,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0, stif=0.841
j:2, 1
j:3, 0
j:4, 3
",9.638994730160296e-07,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0, stif=0.962
j:2, 1
j:3, 0
j:4, 3
"
7,0,9,9,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0, stif=0.841
j:2, 1
j:3, 0, stif=0.826
j:4, 3
",9.656044463249298e-07,"//0
p:1.0, fr=1.401
p:0.6, 0.096, 0.536
p:1.139, -0.42, 1.629
p:1.678, -0.198, 0.835
p:2.13, -0.163, 0.357
j:1, 0, stif=0.841
j:2, 1
j:3, 0
j:4, 3
"
