run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
47,0,0,0,"//0
p:
p:1
j:0,1",0.0,
47,0,2,1,"//0
p:
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
",7.161652084128395e-14,"//0
p:
p:1
j:0,1"
47,0,3,2,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
",2.9255579274713033e-10,"//0
p:
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
"
47,0,4,3,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
n:j=0, d=|
",1.913925215322943e-07,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
"
47,0,5,4,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",7.51115206421318e-06,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
n:j=0, d=|
"
47,0,6,5,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 2
j:1, 2
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",8.966713720148502e-05,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 1
j:2, 1
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,7,6,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225
j:0, 2
j:1, 2
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",0.0008696532528212588,"//0
p:fr=0.015
p:1.0
p:1.323, -0.315, 0.225
j:0, 2
j:1, 2
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,8,7,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225
j:0, 2
j:1, 2, stif=0.971
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",0.0009604217154876628,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225
j:0, 2
j:1, 2
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,10,8,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.971
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",0.0010430689756107214,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225
j:0, 2
j:1, 2, stif=0.971
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,11,9,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.964
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",0.0010585641556231666,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.971
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,12,10,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.927
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",0.001058564320893065,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.964
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,13,11,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.875
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
",0.001083331615081327,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.927
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,14,12,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.875
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.0011786250463546352,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.875
n:j=0, d=|
n:j=1, d=G
c:0, 1, -3.424
"
47,0,15,13,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.838
j:1, 2, stif=0.875
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.0012257566002237244,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2
j:1, 2, stif=0.875
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,17,14,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.838
j:1, 2, stif=0.897
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.0012455362183591751,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.838
j:1, 2, stif=0.875
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,18,15,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.925
j:1, 2, stif=0.897
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.001246931511848285,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.838
j:1, 2, stif=0.897
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,19,16,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.925
j:1, 2, stif=0.912
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.001248657702845456,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.925
j:1, 2, stif=0.897
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,20,17,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.0014976843474386885,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
j:0, 2, stif=0.925
j:1, 2, stif=0.912
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,21,18,"//0
p:fr=0.895
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.004833546259329836,"//0
p:fr=0.015
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,22,19,"//0
p:fr=0.895
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0, stif=0.958
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
",0.006536732990621529,"//0
p:fr=0.895
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
47,0,25,20,"//0
p:fr=0.895
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0, stif=0.958
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.144
",0.0073468999525726515,"//0
p:fr=0.895
p:1.0, fr=0.97
p:1.323, -0.315, 0.225, fr=0.687
p:-0.175, 0.765, -0.469
j:0, 2, stif=0.925
j:1, 2, stif=0.912
j:3, 0, stif=0.958
n:j=0, d=|
n:j=1, d=G
c:0, 1, -1.634
"
