run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
39,0,0,0,"//0
p:
p:1
j:0,1",0.0,
39,0,1,1,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162
j:0, 1
j:2, 0
",1.7763568394002505e-19,"//0
p:
p:1
j:0,1"
39,0,1,2,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162
p:0.796, -0.699, -0.507
j:0, 1
j:2, 0
j:3, 0
",5.814738279857893e-08,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162
j:0, 1
j:2, 0
"
39,0,2,3,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0
j:3, 0
",2.0228684492222195e-06,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162
p:0.796, -0.699, -0.507
j:0, 1
j:2, 0
j:3, 0
"
39,0,3,4,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0
j:3, 0
",2.030251485939089e-06,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0
j:3, 0
"
39,0,4,5,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
",2.0784829273809523e-06,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0
j:3, 0
"
39,0,5,6,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0, rotstif=0.946
",2.0784829273809523e-06,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
"
39,0,6,7,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
n:j=1, d=|
",2.084421490675777e-06,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
"
39,0,7,8,"//0
p:-0.607, 0.174, -0.447
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
n:j=1, d=|
",3.949597370257312e-05,"//0
p:
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
n:j=1, d=|
"
39,0,8,9,"//0
p:-0.607, 0.174, -0.447
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0, stif=0.91
n:j=1, d=|
",4.390989092579149e-05,"//0
p:-0.607, 0.174, -0.447
p:1.0
p:-0.17, 0.131, 0.162, fr=0.241
p:0.796, -0.699, -0.507
j:0, 2
j:1, 0, stif=0.971
j:3, 0
n:j=1, d=|
"
