run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
52,1,0,0,X,0.0,
52,1,30,1,"rX[|,3:0.929]qX[|,1:0.971][*][G]",0.0018462013448355165,"rX[|,3:0.929]qX[|,1:1.073][*][G]"
52,1,72,2,"rfX[|,3:1.054,p:0.25]RFMqX[|,1:0.971][*][G]",0.002098258698628848,"rfX[|,3:1.054]RFMqX[|,1:0.971][*][G]"
52,1,125,3,"rffX[|,3:1.028,r:1]FFFX[|,1:0.961][*][G]",0.002342137392338141,"rffX[|,3:1.028]FFFX[|,1:0.961][*][G]"
