run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
50,H,0,0,"//H
3
j:",0.0,
50,H,14,1,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
",6.584384992294673e-15,"//H
3
j:"
50,H,1,2,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.00023884914028623493,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
"
50,H,2,3,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.000551360271210414,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
50,H,3,4,"//H
3
j:y0=0.109, y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.000551360271210414,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
50,H,4,5,"//H
3
j:y2=-0.076, fr=0.303, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.0018025733211655733,"//H
3
j:y2=-0.076, fr=0.303
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
50,H,5,6,"//H
3
j:y2=-0.076, fr=0.303, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
c:-0.693673622328788, -0.6589503055438399, 0.7290439167991281, -0.24821116216480732, 0.734615312423557, -0.10947197023779154, -0.541
",0.0018025733211655733,"//H
3
j:y2=-0.076, fr=0.303, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
50,H,6,7,"//H
3
j:y2=-0.076, fr=0.629, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.001993129433968816,"//H
3
j:y2=-0.076, fr=0.303, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
50,H,7,8,"//H
3
j:y2=-0.076, fr=0.629, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.485
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.0020650957713763815,"//H
3
j:y2=-0.076, fr=0.629, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.464
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
50,H,8,9,"//H
3
j:y2=-0.076, fr=0.629, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.485
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
n:-0.678379591088742, -0.5675092465244234, 0.5267212120816112, 0.5014252392575145, 0.4192533609457314, -0.8318513194099069, d=T:rz=0.141
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
",0.0020650957713763815,"//H
3
j:y2=-0.076, fr=0.629, l=0.92
j:0.5151043580844998, -0.5333639387972653, 0.8117463490925729, 0.885323001537472, -0.920465708244592, -0.561755764298141, l=0.848
j:-0.5893473452888429, 0.5805299687199295, 0.7005037469789386, 0.11769416928291321, 0.36584276612848043, 0.34171181125566363, l=0.988
n:0.27099556755274534, 0.2193917571566999, 0.679, 0.3727047014981508, -0.152, -0.03411780344322324, d=@:p=0.485
n:-0.792486715130508, 0.8860746594145894, -0.6635862612165511, -0.4420909243635833, -0.04630742780864239, 0.7857027309946716, d=Gpart:ry=-0.576
c:0.5911841671913862, -0.22298360522836447, 0.6948714787140489, 0.5721688335761428, -0.4434372941032052, -0.9515924449078739, 4.725
"
