run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
25,0,0,0,"//0
p:
p:1
j:0,1",0.0,
25,0,2,1,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
j:0, 1
j:2, 0
",4.479648580477583e-15,"//0
p:
p:1
j:0,1"
25,0,1,2,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
j:0, 1
j:2, 0
j:3, 1
",6.819083779134543e-07,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
j:0, 1
j:2, 0
"
25,0,2,3,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.407, -0.898, -2.209
j:0, 1
j:2, 0
j:3, 1
j:4, 3
",9.993622231970237e-07,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
j:0, 1
j:2, 0
j:3, 1
"
25,0,3,4,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
j:0, 1
j:2, 0
j:3, 1
j:4, 3
",1.291303460530302e-06,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.407, -0.898, -2.209
j:0, 1
j:2, 0
j:3, 1
j:4, 3
"
25,0,4,5,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
j:0, 1
j:2, 0
j:3, 1
j:4, 3
",1.5913726043561668e-06,"//0
p:
p:1.107, -0.262, 0.015
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
j:0, 1
j:2, 0
j:3, 1
j:4, 3
"
25,0,5,6,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0
j:3, 1
j:4, 3
j:5, 1
",2.0597672491010797e-06,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
j:0, 1
j:2, 0
j:3, 1
j:4, 3
"
25,0,6,7,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0, stif=0.901
j:3, 1
j:4, 3
j:5, 1
",2.600222296365752e-06,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0
j:3, 1
j:4, 3
j:5, 1
"
25,0,7,8,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0, stif=0.901
j:3, 1
j:4, 3
j:5, 1, stif=0.882
",2.6279294330134308e-06,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0, stif=0.901
j:3, 1
j:4, 3
j:5, 1
"
25,0,8,9,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0, stif=0.901
j:3, 1
j:4, 3, stif=0.989
j:5, 1, stif=0.882
",2.7085928821738323e-06,"//0
p:
p:1.107, -0.262, 0.015, fr=0.639
p:0.722, -0.514, -0.886
p:-0.195, 0.168, -1.365
p:-0.566, -1.626, -1.819
p:1.08, -0.405, -0.038
j:0, 1
j:2, 0, stif=0.901
j:3, 1
j:4, 3
j:5, 1, stif=0.882
"
