run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
10,0,0,0,"//0
p:
p:1
j:0,1",0.0,
10,0,11,1,"//0
p:-0.3152481382400312, -0.0201927657105187, 0.15758905590702477, ing=0.19
p:1.0
p:1.489, 0.377, -0.608
p:1.257, -0.288, -0.81
j:0, 1, stif=0.927
j:2, 0, stif=0.938
j:3, 2
n:j=1, d=|
n:j=0, d=@:p=0.808
",0.006040988670134634,"//0
p:-0.3152481382400312, -0.0201927657105187, 0.15758905590702477
p:1.0
p:1.489, 0.377, -0.608
p:1.257, -0.288, -0.81
j:0, 1, stif=0.927
j:2, 0, stif=0.938
j:3, 2
n:j=1, d=|
n:j=0, d=@:p=0.808
"
10,0,23,2,"//0
p:-0.3152481382400312, -0.0201927657105187, 0.15758905590702477, fr=0.279
p:1.0
p:1.489, 0.377, -0.608
p:1.257, -0.288, -0.81, fr=0.34
j:0, 1, stif=0.927
j:2, 0, stif=0.938
j:3, 2
n:j=1, d=|:r=0.82
n:j=0, d=@:p=0.808
n:j=2, d=@
",0.006206206209635939,"//0
p:-0.3152481382400312, -0.0201927657105187, 0.15758905590702477, fr=0.279
p:1.0
p:1.489, 0.377, -0.608
p:1.257, -0.288, -0.81, fr=0.34
j:0, 1, stif=0.927
j:2, 0, stif=0.938
j:3, 2
n:j=1, d=|
n:j=0, d=@:p=0.808
n:j=2, d=@
"
10,0,35,3,"//0
p:-0.3152481382400312, -0.0201927657105187, 0.15758905590702477, fr=0.279
p:1.0, ing=0.178
p:1.489, 0.377, -0.608
p:1.257, -0.288, -0.81, fr=0.34
j:0, 1, stif=0.927
j:2, 0, stif=0.938
j:3, 2
n:j=1, d=|
n:j=0, d=@:p=0.808
n:j=2, d=@
",0.006206206209635939,"//0
p:-0.3152481382400312, -0.0201927657105187, 0.15758905590702477, fr=0.279
p:1.0
p:1.489, 0.377, -0.608
p:1.257, -0.288, -0.81, fr=0.34
j:0, 1, stif=0.927
j:2, 0, stif=0.938
j:3, 2
n:j=1, d=|
n:j=0, d=@:p=0.808
n:j=2, d=@
"
