run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,4,0.0,205,560.0745519000047,/*4*/LL<X>LL<<Lc<C#2rmLQ>QX>LLX>QLL<LLc<X>X>XLL>X>,1.1636600988107841
1,4,0.0,32,91.30010549999133,"/*4*/X#2RlQl#4ll#2>>>,l>",-0.010265999292907424
2,4,0.0,209,780.8130285999941,/*4*/RCCLCCCF#4q#3fCfLf#2fCfLF<#6LLL>XFm>C>>>FllX>,1.4218938402356152
3,4,0.0,353,1173.6017427999905,"/*4*/m,f#4LL#3#1LQL,LLLL<X>,qFc#6L>>RL,<X>>F>FLXL>",1.5858470240905165
4,4,0.0,171,695.4181268999964,/*4*/cQ#4Qf#5LLLLcL<#2#4#6RFL>>#3>>MX>FF>rF>mX>,1.4848520453839842
5,4,0.0,139,419.0990982999938,"/*4*/rrQLC<C<LL<X>X>,<XR>LL<X,>L<LXR>L<X>X>L<Xc>X>",1.2966996712967744
