run,genetic_format,mutation_intensity,generations_completed,duration_seconds,hof_genotype,hof_vertpos
0,9,0.0,93,276.10577029999695,/*9*/DDDLBFUU,0.7942605813461466
1,9,0.0,81,249.01986390000093,/*9*/BDDFRUUU,0.8511833288296932
2,9,0.0,39,127.54454319999786,/*9*/DDDBFL,0.7589109879440914
3,9,0.0,55,172.86484030001156,/*9*/LDDRBUUU,0.8557422933927749
4,9,0.0,66,208.4533858000068,/*9*/DDBFRUUU,0.7944019725248089
5,9,0.0,75,233.3012718999962,/*9*/UDBRLUUUR,0.886609246137739
