run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
35,1,0,0,X,0.0,
35,1,3,1,"(X, cLqX[|])",1.774855046463268e-05,"(fX, cLqX[|])"
35,1,8,2,"(RlX, RcLqX[|,p:0.25])",0.000119602483080467,"(RlX, RcLqX[|])"
35,1,12,3,"(RlX, RcLqX[S][|,-1:1])",0.000119602483080467,"(RlX, RcLqX[|])"
