run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
51,4,0,/*4*/X,0.0,/*4*/X>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/LX>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/Xr>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/X#2>>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/XQ>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/<X>X>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/mX>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/Xc>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/<X>N:Gpart>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/XR>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/XF>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/Xl>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/RX>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/<X>N:N[0:0.166]>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/Xf>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/CX>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/<X>N:N[0:-5.086]>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/XC>,0.0,feasible,26
51,4,0,/*4*/X,0.0,/*4*/XL>,0.0,feasible,26
51,4,0,/*4*/X,0.0,"/*4*/X,>",0.0,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,<X>R<X>N:|>N:@>",3.475891237658557e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,<RX>X>N:@>",3.846233223839228e-13,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rcrF<FF,<X>RX>N:@>",1.6256466003920397e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<F<F,<X>RX>X>N:@>",2.6836172173361206e-19,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,RX>N:@>",0.0,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<X><FF,<X>RX>N:@>",1.3168140028119842e-13,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,<X>R<X>X>N:@>",0.0,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rmrF<FF,<X>RX>N:@>",3.312966564569858e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,<X>RXR>N:@>",3.2927057750462485e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<F,<X>RX>N:@>",3.306569801037791e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<mFF,<X>RX>N:@>",3.312966564569858e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rQrF<FF,<X>RX>N:@>",3.2814134212636686e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,<MX>RX>N:@>",3.312966564569858e-05,feasible,26
51,4,1,"/*4*/rrF<FF,<X>RX>N:@>",3.312966564569858e-05,"/*4*/rrF<FF,X>N:@>",0.0,feasible,26
