run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
13,1,0,0,X,0.0,
13,1,35,1,"RLCQXQflFX[@,2:-7.439][|,1:-6.897][T]",0.0002982249548728188,"RLCQXQflFX[@,2:-5.361][|,1:-6.897][T]"
13,1,31,2,"RLCQX[G]QflFX[@, 2:-2.092][|, 1:-5.359][T]",0.0004473421261380173,"RLCQXQflFX[@,2:-2.092][|,1:-5.359][T]"
13,1,56,3,"RLCQX[N, 3:1]QflFX[@, 2:-1.488][|, 1:-6.897][T]",0.0005514554967674302,"RLCQXQflFX[@,2:-1.488][|,1:-6.897][T]"
