run,genetic_format,iteration,sample_index,genotype,fitness,parent_genotype
44,1,0,0,X,0.0,
44,1,24,1,"X[|, 1:1]lCfcmQX[G][G]LLX[T]X[|, -2:10.077, p:0.466]",0.003998890783405728,"X[|,1:1]lCfcmQX[G][G]LLXX[|,-1:10.077,p:0.466]"
44,1,64,2,"RX[|,1:1.059]lCFcmLQX[G][G]LLXX[|,-1:11.402,p:0.466]",0.007404822904134193,"RX[|,1:1.059]lCFfcmLQX[G][G]LLXX[|,-1:11.402,p:0.466]"
44,1,96,3,"RX[Gpart][|, 1:1.3]lCFcmLQX[G][G]FLLXX[|, -1:11.235, p:0.466]",0.008643453349977077,"RX[|,1:1.3]lCFcmLQX[G][G]FLLXX[|,-1:11.235,p:0.466]"
