run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
54,4,0,/*4*/X,0.0,/*4*/XR>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/XL>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/<X>X>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/Xf>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/X>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/rX>,0.0,feasible,39
54,4,0,/*4*/X,0.0,"/*4*/,X>",0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/Xm>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/Xr>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/X#2>>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/FX>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/<X>N:N[0:-2.679]>,0.0,feasible,39
54,4,0,/*4*/X,0.0,"/*4*/X,>",0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/XC>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/cX>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/MX>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/XM>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/<X>N:*>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/XQ>,0.0,feasible,39
54,4,0,/*4*/X,0.0,/*4*/fX>,0.0,feasible,39
54,4,1,/*4*/Rm<CLf<XMc>N:|>X>,0.0006640728220395018,/*4*/Rm<CLf<XMc>N:|>Xc>,0.0006640728220395018,feasible,26
54,4,1,/*4*/Rm<CLf<XMc>N:|>X>,0.0006640728220395018,/*4*/cRm<CLf<XMc>N:|>X>,0.000605194526750104,feasible,26
54,4,1,/*4*/Rm<CLf<XMc>N:|>X>,0.0006640728220395018,"/*4*/Rm<CLf<XMc>N:|>,X>",0.0006640728220395018,feasible,26
54,4,1,/*4*/Rm<CLf<XMc>N:|>X>,0.0006640728220395018,/*4*/Rm<X>CLf<XMc>N:|>,0.0,feasible,26
